ID,Ancestral,1,2,3,4,5,6
2021-10-01-GV14018-SsaproCFS-1,GV14018_ancestor,2021-10-01-GV14018-SsaproCFS-1_P0,2021-10-01-GV14018-SsaproCFS-1_P5,2021-10-01-GV14018-SsaproCFS-1_P6,2021-10-01-GV14018-SsaproCFS-1_P8,2021-10-01-GV14018-SsaproCFS-1_P9,2021-10-01-GV14018-SsaproCFS-1_P10
